"","Extended Summary Data","Catalog Prefix","Catalog Number","Current Qualified Name","Identification comments","Type Status","Determiner","Date Identified","Sex","Stage","Habitat/Microhabitat","Continent","Country","Province/State/Territory","District/County/Shire","Township","Precise/Location","Site Name","Verbatim Elevation","Elevation (From—Met)","Elevation (From—Ft)","Elevation (To—Met)","Elevation (To—Ft)","Latitude (Centroid—DMS)","Latitude (Centroid—Dec)","Longitude (Centroid—DMS)","Longitude (Centroid—Dec)","Lat-Long Notes","Collector String","Expedition Name/Date","Collection Date (from)","Collection Date (to)","Verbatim Collection Date","“Original” locality data","Deaccessioned?...35","Collector Number","Other Numbers: Kind","Other Numbers: Source","Other Numbers: Value","Note","Note Type","Deaccessioned?...42","Tissue Source","Tissue Other Numbers","AMCC Number","Storage Medium","Preservation History"
"35","R131440: Aspidoscelis costata griseocephala (Zweifel, 1959); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1668}; North America: Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos: 22 Jul 1986 - 23 Jul 1986; Charles J. Cole & Carol R. Townsend (JC 5371)","R",131440,"Aspidoscelis costata griseocephala (Zweifel, 1959)",NA,NA,NA,NA,"Female",NA,NA,"North America","Mexico","Sonora",NA,NA,"El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1986-07-22,1986-07-23,NA,"Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos","No","JC 5371","Karyotype","KF",1074,NA,NA,NA,NA,"FT 1668",112091,NA,NA
"36","R131441: Aspidoscelis costata griseocephala (Zweifel, 1959); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1669}; North America: Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos: 22 Jul 1986 - 23 Jul 1986; Charles J. Cole & Carol R. Townsend (JC 5372)","R",131441,"Aspidoscelis costata griseocephala (Zweifel, 1959)",NA,NA,NA,NA,"Female",NA,NA,"North America","Mexico","Sonora",NA,NA,"El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1986-07-22,1986-07-23,NA,"Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos","No","JC 5372","Karyotype","KF",1075,NA,NA,NA,NA,"FT 1669",112093,NA,NA
"37","R131442: Aspidoscelis costata griseocephala (Zweifel, 1959); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1691, AMCC 104634, AMCC 104635}; North America: Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos: 22 Jul 1986 - 23 Jul 1986; Charles J. Cole & Carol R. Townsend (JC 5373)","R",131442,"Aspidoscelis costata griseocephala (Zweifel, 1959)",NA,NA,NA,NA,"Male",NA,NA,"North America","Mexico","Sonora",NA,NA,"El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1986-07-22,1986-07-23,NA,"Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos","No","JC 5373","Karyotype","KF",1097,NA,NA,NA,NA,"FT 1691, AMCC 104634, AMCC 104635",104634,NA,NA
"38","R131443: Aspidoscelis costata griseocephala (Zweifel, 1959); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1690}; North America: Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos: 22 Jul 1986 - 23 Jul 1986; Charles J. Cole & Carol R. Townsend (JC 5374)","R",131443,"Aspidoscelis costata griseocephala (Zweifel, 1959)",NA,NA,NA,NA,"Male",NA,NA,"North America","Mexico","Sonora",NA,NA,"El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1986-07-22,1986-07-23,NA,"Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos","No","JC 5374","Karyotype","KF",1096,NA,NA,NA,NA,"FT 1690",112094,NA,NA
"39","R131444: Aspidoscelis costata griseocephala (Zweifel, 1959); Teiidae; [Fluid] Corpus; [Tissue] {FT 1694}; North America: Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos: 22 Jul 1986 - 23 Jul 1986; Charles J. Cole & Carol R. Townsend (JC 5375)","R",131444,"Aspidoscelis costata griseocephala (Zweifel, 1959)",NA,NA,NA,NA,"Male",NA,NA,"North America","Mexico","Sonora",NA,NA,"El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1986-07-22,1986-07-23,NA,"Mexico: Sonora: El Caracol Trailer Park, 9 mi (by Sonora Hwy 001) WNW Alamos","No","JC 5375",NA,NA,NA,NA,NA,NA,NA,"FT 1694",112096,NA,NA
"40","R503174: Aspidoscelis deppii; Teiidae; det. Herp Lab Staff/2017; [Tissue] Muscle {MX1-65}; North America: Mexico: Oaxaca: Carretera El Camaron-Tehuantepec: Jonathan A. Campbell (JAC 21315)","R",503174,"Aspidoscelis deppii",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"Carretera El Camaron-Tehuantepec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: Carretera El Camaron-Tehuantepec","No","JAC 21315",NA,NA,NA,NA,NA,NA,"Muscle","MX1-65",117813,NA,NA
"41","R503175: Aspidoscelis deppii; Teiidae; det. Herp Lab Staff/2017; [Tissue] Foot/Muscle {MX2-37}; North America: Mexico: Oaxaca: Carretera Las Tejas-Ruinas Guingola: 95 m - 170 m elev: Jonathan A. Campbell (JAC 21462)","R",503175,"Aspidoscelis deppii",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"Carretera Las Tejas-Ruinas Guingola",NA,NA,95,312,170,558,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: Carretera Las Tejas-Ruinas Guingola, 95-170m","No","JAC 21462",NA,NA,NA,NA,NA,NA,"Foot/Muscle","MX2-37",117860,NA,NA
"42","R503176: Aspidoscelis deppii; Teiidae; det. Herp Lab Staff/2017; [Tissue] Muscle {MX2-11}; North America: Mexico: Oaxaca: Carretera Las Tejas-Ruinas Guingola: 95 m - 170 m elev: Jonathan A. Campbell (JAC 21463)","R",503176,"Aspidoscelis deppii",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"Carretera Las Tejas-Ruinas Guingola",NA,NA,95,312,170,558,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: Carretera Las Tejas-Ruinas Guingola, 95-170m","No","JAC 21463",NA,NA,NA,NA,NA,NA,"Muscle","MX2-11",117839,NA,NA
"43","R503177: Aspidoscelis deppii; Teiidae; det. Herp Lab Staff/2017; [Tissue] Liver {MX3-41}; North America: Mexico: Oaxaca: Carretera a Ruinas de Guingola: 177 m - 195 m elev: Jonathan A. Campbell (JAC 21666)","R",503177,"Aspidoscelis deppii",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"Carretera a Ruinas de Guingola",NA,NA,177,581,195,640,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: Carretera a Ruinas de Guingola, 177-195m","No","JAC 21666",NA,NA,NA,NA,NA,NA,"Liver","MX3-41",117922,NA,NA
"44","R503178: Aspidoscelis deppii; Teiidae; det. Herp Lab Staff/2017; [Tissue] Liver {MX4-18}; North America: Mexico: Oaxaca: vicinity of Mixtequilla, Cerro La Garza-Mixtequilla: Jonathan A. Campbell (JAC 21902)","R",503178,"Aspidoscelis deppii",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"vicinity of Mixtequilla, Cerro La Garza-Mixtequilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: vicinity of Mixtequilla, Cerro La Garza-Mixtequilla","No","JAC 21902",NA,NA,NA,NA,NA,NA,"Liver","MX4-18",117973,NA,NA
"45","R503172: Aspidoscelis deppii infernalis; Teiidae; det. Herp Lab Staff/2017; [Tissue] {MX5-18}; North America: Mexico: Guerrero: Rio Balsas, Between Mexcala and San Agustin Oapan: 497 m -  m elev: Jonathan A. Campbell (JAC 22183)","R",503172,"Aspidoscelis deppii infernalis",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Guerrero",NA,NA,"Rio Balsas, Between Mexcala and San Agustin Oapan",NA,NA,497,1631,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Guerrero: Rio Balsas, Between Mexcala and San Agustin Oapan, 497 m.","No","JAC 22183",NA,NA,NA,NA,NA,NA,NA,"MX5-18",118037,NA,NA
"46","R503173: Aspidoscelis deppii infernalis; Teiidae; det. Herp Lab Staff/2017; [Tissue] Muscle {MX5-37}; North America: Mexico: Oaxaca: Colonia Valerio Trujano, N side Rio Balsas: 487 m -  m elev: Jonathan A. Campbell (JAC 22263)","R",503173,"Aspidoscelis deppii infernalis",NA,NA,NA,2017,NA,NA,NA,"North America","Mexico","Oaxaca",NA,NA,"Colonia Valerio Trujano, N side Rio Balsas",NA,NA,487,1598,NA,NA,NA,NA,NA,NA,NA,"Jonathan A. Campbell",NA,NA,NA,NA,"Mexico: Oaxaca: Colonia Valerio Trujano, N side Rio Balsas, 487 m","No","JAC 22263",NA,NA,NA,NA,NA,NA,"Muscle","MX5-37",118056,NA,NA
"47","R134910: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1595}; Captive Born: Captive Born: (Captive born in AMNH lizard colony)","R",134910,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,"Female",NA,NA,"Captive Born","Captive Born",NA,NA,NA,"(Captive born in AMNH lizard colony)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Captive born","No",NA,NA,NA,NA,"Toe clip (RR-2,LR-5,RF-4,LF-3)","Toe clip",NA,NA,"FT 1595",101938,NA,NA
"48","R129181: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1077}; North America: Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba: 4250 ft elev: 5 Jun 1985 - 5 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5114)","R",129181,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"2.0 mi (by Mex hwy 45) NW Bachimba",NA,"4250 ft",1295,4250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-05,1985-06-05,NA,"Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba, 4250 ft","No","JC 5114","Karyotype","KF",1018,NA,NA,NA,NA,"FT 1077",113497,NA,NA
"49","R129182: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1078}; North America: Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba: 4250 ft elev: 5 Jun 1985 - 5 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5115)","R",129182,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"2.0 mi (by Mex hwy 45) NW Bachimba",NA,"4250 ft",1295,4250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-05,1985-06-05,NA,"Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba, 4250 ft","No","JC 5115",NA,NA,NA,NA,NA,NA,NA,"FT 1078",113498,NA,NA
"50","R129183: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1079}; North America: Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba: 4250 ft elev: 5 Jun 1985 - 5 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5116)","R",129183,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"2.0 mi (by Mex hwy 45) NW Bachimba",NA,"4250 ft",1295,4250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-05,1985-06-05,NA,"Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba, 4250 ft","No","JC 5116",NA,NA,NA,NA,NA,NA,NA,"FT 1079",113499,NA,NA
"51","R129185: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1094}; North America: Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba: 4250 ft elev: 5 Jun 1985 - 5 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5119)","R",129185,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"2.0 mi (by Mex hwy 45) NW Bachimba",NA,"4250 ft",1295,4250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-05,1985-06-05,NA,"Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba, 4250 ft","No","JC 5119","Karyotype","KF",1019,NA,NA,NA,NA,"FT 1094",113504,NA,NA
"52","R129186: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1095}; North America: Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba: 4250 ft elev: 5 Jun 1985 - 5 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5120)","R",129186,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"2.0 mi (by Mex hwy 45) NW Bachimba",NA,"4250 ft",1295,4250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-05,1985-06-05,NA,"Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba, 4250 ft","No","JC 5120","Karyotype","KF",1020,NA,NA,NA,NA,"FT 1095",113901,NA,NA
"53","R129187: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1096}; North America: Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba: 4250 ft elev: 5 Jun 1985 - 5 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5121)","R",129187,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"2.0 mi (by Mex hwy 45) NW Bachimba",NA,"4250 ft",1295,4250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-05,1985-06-05,NA,"Mexico: Chihuahua: 2.0 mi (by Mex hwy 45) NW Bachimba, 4250 ft","No","JC 5121","Karyotype","KF",1021,NA,NA,NA,NA,"FT 1096",113902,NA,NA
"54","R129188: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1600}; North America: Mexico: Chihuahua: 24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W: 6250 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5129)","R",129188,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W",NA,"6250 ft",1905,6250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W, 6250 ft","No","JC 5129","Karyotype","KF",1026,NA,NA,NA,NA,"FT 1600",113819,NA,NA
"55","R129189: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1601}; North America: Mexico: Chihuahua: 24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W: 6250 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5130)","R",129189,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W",NA,"6250 ft",1905,6250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W, 6250 ft","No","JC 5130","Karyotype","KF",1027,NA,NA,NA,NA,"FT 1601",113517,NA,NA
"56","R129190: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1606}; North America: Mexico: Chihuahua: 24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W: 6250 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5131)","R",129190,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W",NA,"6250 ft",1905,6250,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 24.0 mi (by Mex hwy 23) N Cuauhtémoc, then 0.8 mi W, 6250 ft","No","JC 5131","Karyotype","KF",1030,NA,NA,NA,NA,"FT 1606",113519,NA,NA
"57","R129191: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1086}; North America: Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc: 6300 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5132)","R",129191,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"8.2 mi (by Mex hwy 23) N Cuauhtémoc",NA,"6300 ft",1920,6300,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc, 6300 ft","No","JC 5132",NA,NA,NA,NA,NA,NA,NA,"FT 1086",113500,NA,NA
"58","R129192: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1087}; North America: Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc: 6300 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5133)","R",129192,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"8.2 mi (by Mex hwy 23) N Cuauhtémoc",NA,"6300 ft",1920,6300,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc, 6300 ft","No","JC 5133",NA,NA,NA,NA,NA,NA,NA,"FT 1087",113501,NA,NA
"59","R129193: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1300}; North America: Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc: 6300 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5134)","R",129193,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"8.2 mi (by Mex hwy 23) N Cuauhtémoc",NA,"6300 ft",1920,6300,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc, 6300 ft","No","JC 5134","Karyotype","KF",1698,NA,NA,NA,NA,"FT 1300",113505,NA,NA
"60","R129194: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1301}; North America: Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc: 6300 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5135)","R",129194,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"8.2 mi (by Mex hwy 23) N Cuauhtémoc",NA,"6300 ft",1920,6300,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc, 6300 ft","No","JC 5135","Karyotype","KF",1699,NA,NA,NA,NA,"FT 1301",113506,NA,NA
"61","R129195: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1302}; North America: Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc: 6300 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5136)","R",129195,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"8.2 mi (by Mex hwy 23) N Cuauhtémoc",NA,"6300 ft",1920,6300,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc, 6300 ft","No","JC 5136","Karyotype","KF",1700,NA,NA,NA,NA,"FT 1302",113878,NA,NA
"62","R129196: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1303}; North America: Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc: 6300 ft elev: 11 Jun 1985 - 11 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5137)","R",129196,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"8.2 mi (by Mex hwy 23) N Cuauhtémoc",NA,"6300 ft",1920,6300,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-11,1985-06-11,NA,"Mexico: Chihuahua: 8.2 mi (by Mex hwy 23) N Cuauhtémoc, 6300 ft","No","JC 5137","Karyotype","KF",1701,NA,NA,NA,NA,"FT 1303",113507,NA,NA
"63","R129197: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1088}; North America: Mexico: Chihuahua: Yepómera: 6000 ft elev: 12 Jun 1985 - 12 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5141)","R",129197,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"Yepómera",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-12,1985-06-12,NA,"Mexico: Chihuahua: Yepómera, 6000 ft","No","JC 5141",NA,NA,NA,NA,NA,NA,NA,"FT 1088",113502,NA,NA
"64","R129198: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Tissue] {FT 1089}; North America: Mexico: Chihuahua: Yepómera: 6000 ft elev: 12 Jun 1985 - 12 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5142)","R",129198,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"Yepómera",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-12,1985-06-12,NA,"Mexico: Chihuahua: Yepómera, 6000 ft","No","JC 5142",NA,NA,NA,NA,NA,NA,NA,"FT 1089",113503,NA,NA
"65","R129199: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1607}; North America: Mexico: Chihuahua: Yepómera: 6000 ft elev: 12 Jun 1985 - 12 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5143)","R",129199,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"Yepómera",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-12,1985-06-12,NA,"Mexico: Chihuahua: Yepómera, 6000 ft","No","JC 5143","Karyotype","KF",1031,NA,NA,NA,NA,"FT 1607",113520,NA,NA
"66","R129200: Aspidoscelis exsanguis (Lowe, 1956); Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 1602}; North America: Mexico: Chihuahua: Yepómera: 6000 ft elev: 12 Jun 1985 - 12 Jun 1985; Charles J. Cole & Carol R. Townsend (JC 5144)","R",129200,"Aspidoscelis exsanguis (Lowe, 1956)",NA,NA,NA,NA,NA,NA,NA,"North America","Mexico","Chihuahua",NA,NA,"Yepómera",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1985-06-12,1985-06-12,NA,"Mexico: Chihuahua: Yepómera, 6000 ft","No","JC 5144","Karyotype","KF",1028,NA,NA,NA,NA,"FT 1602",111554,NA,NA
