"","Extended Summary Data","Catalog Prefix","Catalog Number","Current Qualified Name","Identification comments","Type Status","Determiner","Date Identified","Sex","Stage","Habitat/Microhabitat","Continent","Country","Province/State/Territory","District/County/Shire","Township","Precise/Location","Site Name","Verbatim Elevation","Elevation (From—Met)","Elevation (From—Ft)","Elevation (To—Met)","Elevation (To—Ft)","Latitude (Centroid—DMS)","Latitude (Centroid—Dec)","Longitude (Centroid—DMS)","Longitude (Centroid—Dec)","Lat-Long Notes","Collector String","Expedition Name/Date","Collection Date (from)","Collection Date (to)","Verbatim Collection Date","“Original” locality data","Deaccessioned?...35","Collector Number","Other Numbers: Kind","Other Numbers: Source","Other Numbers: Value","Note","Note Type","Deaccessioned?...42","Tissue Source","Tissue Other Numbers","AMCC Number","Storage Medium","Preservation History"
"1544","R154142: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8178}; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8178)","R",154142,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences, 5500 ft, 33°21'20""N, 106°35'39""W","No","JC 8178",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8178",166014,NA,NA
"1545","R154143: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8179}; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8179)","R",154143,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences, 5500 ft, 33°21'20""N, 106°35'39""W","No","JC 8179",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8179",166015,NA,NA
"1546","R154144: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle {JC8180}; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8180)","R",154144,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences, 5500 ft, 33°21'20""N, 106°35'39""W","No","JC 8180",NA,NA,NA,NA,NA,NA,"Heart, muscle","JC8180",166016,NA,NA
"1547","R154145: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle {JC8181}; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8181)","R",154145,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences, 5500 ft, 33°21'20""N, 106°35'39""W","No","JC 8181",NA,NA,NA,NA,NA,NA,"Heart, muscle","JC8181",166017,NA,NA
"1548","R154146: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle {JC8182}; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8182)","R",154146,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences, 5500 ft, 33°21'20""N, 106°35'39""W","No","JC 8182",NA,NA,NA,NA,NA,NA,"Heart, muscle","JC8182",166018,NA,NA
"1549","R154147: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle {JC8183}; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8183)","R",154147,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences, 5500 ft, 33°21'20""N, 106°35'39""W","No","JC 8183",NA,NA,NA,NA,NA,NA,"Heart, muscle","JC8183",166019,NA,NA
"1550","R154148: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8206}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 9 May 2004 - 9 May 2004; Charles J. Cole & Carol R. Townsend (JC 8206)","R",154148,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-09,2004-05-09,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft, 32°18'44.1""N, 108°48'46.1""W","No","JC 8206",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8206",166020,NA,NA
"1551","R154149: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8207}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 9 May 2004 - 9 May 2004; Charles J. Cole & Carol R. Townsend (JC 8207)","R",154149,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-09,2004-05-09,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft, 32°18'44.1""N, 108°48'46.1""W","No","JC 8207",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8207",166021,NA,NA
"1552","R154150: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8208}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 9 May 2004 - 9 May 2004; Charles J. Cole & Carol R. Townsend (JC 8208)","R",154150,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-09,2004-05-09,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft, 32°18'44.1""N, 108°48'46.1""W","No","JC 8208",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8208",166022,NA,NA
"1553","R154151: Aspidoscelis uniparens; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8209}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 9 May 2004 - 9 May 2004; Charles J. Cole & Carol R. Townsend (JC 8209)","R",154151,"Aspidoscelis uniparens",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-09,2004-05-09,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft, 32°18'44.1""N, 108°48'46.1""W","No","JC 8209",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8209",166023,NA,NA
"1554","R163151: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8216)","R",163151,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8216",NA,NA,NA,NA,NA,NA,"Tail",NA,167498,NA,NA
"1555","R163152: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8218)","R",163152,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8218",NA,NA,NA,NA,NA,NA,"Tail",NA,167500,NA,NA
"1556","R163153: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8219)","R",163153,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8219",NA,NA,NA,NA,NA,NA,"Tail",NA,167501,NA,NA
"1557","R163154: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8221)","R",163154,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8221",NA,NA,NA,NA,NA,NA,"Tail",NA,167503,NA,NA
"1558","R163155: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8222)","R",163155,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8222",NA,NA,NA,NA,NA,NA,"Tail",NA,167504,NA,NA
"1559","R163156: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8223)","R",163156,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8223",NA,NA,NA,NA,NA,NA,"Tail",NA,167505,NA,NA
"1560","R163157: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Sierra: White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences: 5500 ft elev: 33° 21' 20"" N 106° 35' 39"" W; 8 Jun 2007 - 8 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8226)","R",163157,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Sierra",NA,"White Sands Missile Range, 24 km N and 61 km E of Truth or Consequences",NA,"5500 ft",1676,5500,NA,NA,"33 21 20 N",33.3556,"106 35 39 W",-106.5942,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-08,2007-06-08,NA,"New Mexico: Sierra Co.; White Sands Missile Range; 24 km N and 61 km E of Truth or Consequences; 5500 ft elev.; 33°21'20""N, 106°35'39""W in WGS 84","No","JC 8226",NA,NA,NA,NA,NA,NA,"Tail",NA,167509,NA,NA
"1561","R163158: Aspidoscelis uniparens; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: 10 km S of San Antonio: 4450 ft - 4450 ft elev: 33° 49' 7"" N 106° 51' 38"" W; 9 Jun 2007 - 9 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8227)","R",163158,"Aspidoscelis uniparens",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Socorro",NA,"10 km S of San Antonio",NA,NA,1356,4450,1356,4450,"33 49 07 N",33.8186,"106 51 38 W",-106.8606,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-09,2007-06-09,NA,"New Mexico: Socorro Co.; 10 km S of San Antonio; 4450 ft elev.; 33°49'07""N, 106°51'38""W in WGS 84","No","JC 8227",NA,NA,NA,NA,NA,NA,"Tail",NA,167510,NA,NA
"1562","R127221: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 492}; North America: United States: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe: 6000 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4169)","R",127221,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe, 6000 ft","No","JC 4169","Karyotype","KF",824,NA,NA,NA,NA,"FT 492",116530,NA,NA
"1563","R127222: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 493}; North America: United States: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe: 6000 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4170)","R",127222,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe, 6000 ft","No","JC 4170","Karyotype","KF",825,NA,NA,NA,NA,"FT 493",114354,NA,NA
"1564","R127224: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 539}; North America: United States: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe: 6000 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4172)","R",127224,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe, 6000 ft","No","JC 4172",NA,NA,NA,NA,NA,NA,NA,"FT 539",114442,NA,NA
"1565","R127225: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 540}; North America: United States: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe: 6000 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4173)","R",127225,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe, 6000 ft","No","JC 4173",NA,NA,NA,NA,NA,NA,NA,"FT 540",116532,NA,NA
"1566","R127226: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 541}; North America: United States: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe: 6000 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4174)","R",127226,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe, 6000 ft","No","JC 4174",NA,NA,NA,NA,NA,NA,NA,"FT 541",114355,NA,NA
"1567","R127227: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 542}; North America: United States: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe: 6000 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4175)","R",127227,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, Pioneer Pass, 8.5 mi (airline) SSW Globe, 6000 ft","No","JC 4175",NA,NA,NA,NA,NA,NA,NA,"FT 542",116533,NA,NA
"1568","R127228: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 531}; North America: United States: Arizona: Gila: Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe: 4700 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4178)","R",127228,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe",NA,"4700 ft",1433,4700,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe, 4700 ft","No","JC 4178","Karyotype","KF",838,NA,NA,NA,NA,"FT 531",114441,NA,NA
"1569","R127229: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 532}; North America: United States: Arizona: Gila: Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe: 4700 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4179)","R",127229,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe",NA,"4700 ft",1433,4700,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe, 4700 ft","No","JC 4179","Karyotype","KF",839,NA,NA,NA,NA,"FT 532",116531,NA,NA
"1570","R127230: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Tissue] {FT 543}; North America: United States: Arizona: Gila: Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe: 4700 ft elev: 19 Jul 1982 - 19 Jul 1982; Charles J. Cole (JC 4180)","R",127230,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Gila",NA,"Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe",NA,"4700 ft",1433,4700,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1982-07-19,1982-07-19,NA,"USA: Arizona: Gila: Pinal Mts, old CCC camp, 5 mi (airline) SSW Globe, 4700 ft","No","JC 4180",NA,NA,NA,NA,NA,NA,NA,"FT 543",114443,NA,NA
"1571","R127231: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 876}; North America: United States: Arizona: Coconino: 9.3 mi (by US hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4633)","R",127231,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US hwy 89) S Gray Mountain, 6000 ft","No","JC 4633","Karyotype","KF",915,NA,NA,NA,NA,"FT 876",114368,NA,NA
"1572","R127232: Aspidoscelis velox; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] {FT 877}; North America: United States: Arizona: Coconino: 9.3 mi (by US hwy 89) S Gray Mountain: 6000 ft elev: 2 Aug 1983 - 2 Aug 1983; Charles J. Cole (JC 4634)","R",127232,"Aspidoscelis velox",NA,NA,NA,NA,NA,NA,NA,"North America","United States","Arizona","Coconino",NA,"9.3 mi (by US hwy 89) S Gray Mountain",NA,"6000 ft",1829,6000,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1983-08-02,1983-08-02,NA,"USA: Arizona: Coconino: 9.3 mi (by US hwy 89) S Gray Mountain, 6000 ft","No","JC 4634","Karyotype","KF",916,NA,NA,NA,NA,"FT 877",104702,NA,NA
