"","REQUEST","USE_LICENSE_URL","GUID","SCIENTIFIC_NAME","CITATIONS","IDENTIFIED_BY","FAMILY","OTHERCATALOGNUMBERS","COLLECTORS","SPECIMEN_EVENT_REMARK","COORDINATEUNCERTAINTYINMETERS","COUNTRY","STATE_PROV","COUNTY","HABITAT","SPEC_LOCALITY","VERBATIM_LOCALITY","VERBATIM_DATE","BEGAN_DATE","ENDED_DATE","PARTS","DEC_LAT","DEC_LONG","SEX","COLORS","VERBATIM_COLLECTOR","REMARK","LOCALITY_REMARKS","COLL_EVENT_REMARKS","ELEV_IN_M"
"32",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20020","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9182; secondary identifier=XHP.2010.6.6","Carl S. Lieb","named place: Floyd Soil Sample Site 7, georeferencing remarks: GPS measurement accuracy = 17 ft",7.5947016,"United States","New Mexico","Dona Ana County",NA,"along N-side Interstate Highway Highway 10, 5.7 miles E of (by road) junction with State Highway 549, Kevin Floyd Soil Sample Site 7","USA, New Mexico, Dona Ana County, Along N-Side I-Hwy 10, 5.7 Rd Mi. E Jct With Sthy 549, Kevin Floyd Soil Sample Site 7 [Gps 32 Deg 15.121'N, 107 Deg 06.092'W, Elev. 4388 Ft, Acc. = 17 Ft]","40328",NA,2010-05-30,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",32.25207,-107.10153,"male",NA,NA,NA,NA,NA,"1337.4624-1337.4624"
"33","X","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18875","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8722; secondary identifier=XHP.2003.6.59","Carl S. Lieb, unknown","named place: CR F-1/Texas State line, georeferencing remarks: GPS measurement accuracy not recorded; 33 ft assumed for error calculations",12.486132,"United States","New Mexico","Otero County",NA,"off Pinon Road (County Road F-1), 4.2 miles NE of (by road) Texas State Line, just West of att Tower","USA, New Mexico, Otero County, Off Pinon Rd (County Rd F-1), 4.2 Rd Mi. Ne Texas State Line, Just West Of Att Tower (32 Deg 02.683'N, 105 Deg 49.978'W) Ca. 5350 Ft","37857",NA,2003-08-24,"heart, liver, muscle (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",32.04472,-105.83297,"female",NA,"and others",NA,NA,NA,"1630.68-1630.68"
"34","X","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18334","Aspidoscelis inornata",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.11","Robert G. Webb, Ralph W. Axtell","named place: Magdalena, extent: 16.5m, georeferencing remarks: Moved to given Coordinates.",18.069,"United States","New Mexico","Socorro County",NA,"6.0 miles E (by road on United States Highway 60) of junction of State Highways 169/170, on W side of Magdalena, then 0.9 miles N (by road on dirt road), at abandoned ranch site","USA, New Mexico, Socorro County, 6.0 Rd Mi. (By Ushy 60) E Jct Sthys 169/170 On W Side Of Magdalena, Then 0.9 Mi. N On Dirt Rd, At Abandoned Ranch Site (34 Deg 07'47""N, 107 Deg 08'41""W) Ca. 5998 Ft","36333",NA,1999-06-22,"whole organism (ethanol-fixed)",34.12972,-105.144721,NA,NA,NA,NA,NA,NA,"1828.1904-1828.1904"
"35",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18328","Aspidoscelis inornata",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.5","Robert G. Webb, Ralph W. Axtell","named place: Carrizozo, extent: 2355.8381m, georeferencing remarks: Moved 4.3mi N of Jct. US 380 in Carrizozo, along US. 54.",2457.407,"United States","New Mexico","Lincoln County",NA,"along United States Highway 54, 4.1 miles N of (by road) junction with United States Highway 380 in Carrizozo","USA, New Mexico, Lincoln County, Along Ushy 54, 4.1 Rd Mi. N Jct With Ushy 380 In Carrizozo (33 Deg 42'N, 105 Deg 50'53""W) Ca. 5520 Ft","36330",NA,1999-06-19,"whole organism (ethanol-fixed)",33.699494,-105.844857,NA,NA,NA,NA,NA,NA,"1682.496-1682.496"
"36",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20789","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9504; secondary identifier=XHP.2013.1.96","Carl S. Lieb","named place: Floyd Soil Sample Site 7, georeferencing remarks: GPS measurement accuracy = 15 t",6.9972936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Site 7, along Interstate Highway 10, 5.5 miles W of (by road) Corralitos Road Overpass, 5.5 miles E of (by road) junction with State Highway 549","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Site 7, Along Ihy 10, 5.5 Rd Mi. W Corralitos Rd Overpass, 5.5 Rd Mi. E Jct With Sthy 549 [Gps: 32 Deg 15.137'N, 107 Deg 06.064'W, Elev. 4364 Ft, Acc. = 15 F]","41502",NA,2013-08-16,"whole organism (formalin-fixed, 70% ethanol); toe; heart, liver",32.25228,-107.10106,"female",NA,NA,NA,NA,NA,"1330.1472-1330.1472"
"37","X","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18333","Aspidoscelis inornata",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.10","Robert G. Webb, Ralph W. Axtell","named place: Cedarville, extent: 800m, georeferencing remarks: Moved 15.6mi SE Willard along NM 42, NW of Cedarville",901.569,"United States","New Mexico","Torrance County",NA,"NW of Cedarvale, along State Highway 42, 15.6 miles SE of (by road) Willard","USA, New Mexico, Torrance County, Nw Of Cedarvale, Along Sthy 42, 15.6 Rd Mi. Se Willard (34 Deg 27'18""N, 105 Deg 50'17""W) Ca. 6235 Ft","36330",NA,1999-06-19,"whole organism (ethanol-fixed)",34.45169,-105.832986,NA,NA,NA,NA,NA,NA,"1900.428-1900.428"
"38",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21735","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9910; secondary identifier=XHP.2017.1.58","Carl S. Lieb",NA,5.89,"United States","Texas","Hudspeth County",NA,"Picnic area along USHwy 62-180, 11.5 rd mi. E Jct with Hueco Ranch RD (= Pinon Rd)","Picnic area along USHwy 62-180, 11.5 rd mi. E Jct with Hueco Ranch RD (= Pinon Rd) [GPS: 31 deg 50.818'N, 105 deg 46.894'W, elev. 5246 ft, acc.= 3.4m)]","42918",2017-07-02,2017-07-02,"whole organism; tissue (frozen)",31.84697,-105.78157,"male",NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 426053.4 E, 3523739.5 N",NA,"1598.9808-1598.9808"
"39","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20756","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9494; secondary identifier=XHP.2013.1.74","Carl S. Lieb","named place: Hwy 10 frontage rd/Giffin Road Exit (no. 188), georeferencing remarks: GPS measurement accuracy = 17 ft",7.6196952,"United States","Texas","Reeves County",NA,"along Interestate Highway 10, Frontage Road, 1.0 miles ESE (by road) of Exit 188/Giffin Road","USA, Texas, Reeves County, Along Ihwy 10 Frontage Road, 1.0 Rd Mi. Ese Exit 188/Giffin Road [Gps: 31 Deg 04.896'N, 104 Deg 01.575'W, Elev. 3944 Ft, Acc. = 17 Ft]","41496",NA,2013-08-10,"heart, liver, muscle (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",31.0816,-104.02625,"female",NA,NA,NA,NA,NA,"1202.1312-1202.1312"
"40",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21088","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9607; secondary identifier=XHP.2014.4.103","Carl S. Lieb, David M. Lieb","named place: Hwy 1111/jct hwy 10/Sierra Blanca, georeferencing remarks: GPS measurement accuracy = 14 ft",6.7016376,"United States","Texas","Hudspeth County",NA,"along Ranch to Market Road 1111, ca. 19 miles N of (by road) of junction with Interstate Highway 10 in Sierra Blanca, 0.4 miles N of (by road) junction with Gunsight Road, top of rocky hill","USA, Texas, Hudspeth County, Along Rnrd 1111, Ca. 19 Rd Mi. N Jct With Ihy 10 In Sierra Blanca, 0.4 Rd Mi. N Jct With Gunsight Rd, Top Of Rocky Hill [Gps: 31 Deg 25.447'N, 105 Deg 20.943'W, Elev. 4551 Ft, Acc. = 14Ft]","41865",NA,2014-08-14,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.42412,-105.34905,"male",NA,NA,NA,NA,NA,"1387.1448-1387.1448"
"41","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21734","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9909; secondary identifier=XHP.2017.1.57","Carl S. Lieb",NA,10.329,"United States","Texas","Culberson County",NA,"Vicinity of Jct of RNRd 652 and RNRd 1108","Vicinity of Jct of RNRd 652 and RNRd 1108 [GPS: 31 deg 55.935'N, 104 deg 29.992'W, elev. 3825 ft, acc.= 13ft(6.4m)]","42918",2017-07-02,2017-07-02,"whole organism; tissue (ethanol)",31.93225,-104.49987,"male",NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 547275.2 E, 3533035.3 N",NA,"1165.86-1165.86"
"42","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21089","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9608; secondary identifier=XHP.2014.4.104","Carl S. Lieb, David M. Lieb","named place: Hwy 1111/jct hwy 10/Sierra Blanca, georeferencing remarks: GPS measurement accuracy = 11 ft",5.7872376,"United States","Texas","Hudspeth County",NA,"along Ranch to Market Road 1111, ca. 19 miles N of (by road) of junction with Interstate Highway 10 in Sierra Blanca, 0.4 miles N of (by road) junction with Gunsight Road, top of rocky hill","USA, Texas, Hudspeth County, Along Rnrd 1111, Ca. 19 Rd Mi. N Jct With Ihy 10 In Sierra Blanca, 0.4 Rd Mi. N Jct With Gunsight Rd, Top Of Rocky Hill [Gps: 31 Deg 25.401'N, 105 Deg 20.966'W, Elev. 4538 Ft, Acc. = 11Ft]","41865",NA,2014-08-14,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.42335,-105.34943,"female",NA,NA,NA,NA,NA,"1383.1824-1383.1824"
"43","X","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19479","Aspidoscelis inornata",NA,"Ralph W. Axtell","Teiidae","secondary identifier=XHP.2006.1.5","Ralph W. Axtell, Robert G. Webb","named place: Miller Ranch/Kimble House, georeferencing remarks: GPS accuracy not recorded; 10 m assumed for error calculation",14.054,"United States","Texas","Jeff Davis County",NA,"Miller Ranch, NW ""Kimble House""","USA, Texas, Jeff Davis County, Miller Ranch, Nw ""Kimble House"" [Gps: 30 Deg 36'14.1""N, 104 Deg 39'55.8""W, Elev. 4345 Ft]","38870",NA,2006-06-02,"whole organism (ethanol-fixed)",31.60392,-104.6655,NA,NA,NA,NA,NA,NA,"1324.356-1324.356"
"44",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19480","Aspidoscelis inornata",NA,"Ralph W. Axtell","Teiidae","secondary identifier=XHP.2006.1.6","Ralph W. Axtell, Robert G. Webb","named place: Miller Ranch/Kimble House, georeferencing remarks: GPS accuracy not recorded; 10 m assumed for error calculation",14.054,"United States","Texas","Jeff Davis County",NA,"Miller Ranch, NW ""Kimble House""","USA, Texas, Jeff Davis County, Miller Ranch, Nw ""Kimble House"" [Gps: 30 Deg 36'14.1""N, 104 Deg 39'55.8""W, Elev. 4345 Ft]","38870",NA,2006-06-02,"whole organism (ethanol-fixed)",31.60392,-104.6655,NA,NA,NA,NA,NA,NA,"1324.356-1324.356"
"45","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18862","Aspidoscelis inornata",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8711; secondary identifier=XHP.2003.6.52","Carl S. Lieb","named place: Hwy 90/jct Hwy 2017, georeferencing remarks: GPS measurement accuracy not recorded; 33 ft assumed for error calculations",12.499848,"United States","Texas","Jeff Davis County",NA,"picnic area along United States Highway 90, 0.6 miles SE of (by road) junction with Farm to Market Road 2017","USA, Texas, Jeff Davis County, Picnic Area Along Ushy 90, 0.6 Rd Mi. Se Jct With Fmrd 2017 (30 Deg 44.672'N, 104 Deg 41.858'W) Ca. 4040 Ft","37834",NA,2003-08-01,"heart, liver, muscle (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",30.74453,-104.69763,"female",NA,NA,NA,NA,NA,"1231.392-1231.392"
"46",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18537","Aspidoscelis neomexicana",NA,"Dominic I. Lannutti","Teiidae","collector number=DIL 424; secondary identifier=XHP.2000.6.22","Dominic I. Lannutti, unknown","mountains/drainage: Jarilla Mts, named place: Orogrande, extent: 1400m, georeferencing remarks: Moved 2.5mi N of Orogrande.ppl GNIS.",3908.334,"United States","New Mexico","Otero County",NA,"ca. 2.5 miles N (by road) of Orogrande","USA, New Mexico, Otero County, Ca. 2.5 Rd Mi. N Orogrande","0000/00/00",NA,2011-01-13,"whole organism (formalin-fixed, 70% ethanol); muscle (frozen); liver (frozen)",32.407269,-106.084322,NA,NA,"and others",NA,NA,"found at 0900 hrs",NA
"47",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19998","Aspidoscelis neomexicana",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9159; secondary identifier=XHP.2010.2.3; trap number=1-2C","Kevin W. Floyd","named place: Floyd Study Site No. 1, georeferencing remarks: GPS measument accuracy estimated at 0.5 m",1.955,"United States","New Mexico","Dona Ana County",NA,"vicinity of Corralitos Road at junction with Interstate Highway 10 Frontage Road, Kevin Floyd Study Site No. 1, Pitfall Trap 1-2C","USA, New Mexico, Dona Ana County, Vic. Corralitos Rd At Jct With Ihy 10 Frontage Road, Kevin Floyd Study Site No. 1, Pitfall Trap 1-2C [Gps: 32.26659663 Deg N, 106.9863724 Deg W)","40002",NA,2009-07-08,"whole organism (formalin-fixed, 70% ethanol); toe; heart, liver, muscle",32.26659663,-106.9863724,NA,NA,NA,NA,NA,NA,NA
"48",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21677","Aspidoscelis neomexicana",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9911; secondary identifier=XHP.2017.1.34","Carl S. Lieb",NA,5.428,"United States","New Mexico","Dona Ana County",NA,"W of Anthony Gap, S of StHwy 404, 1.9 rd mi. (by Hwy 404) E jct with Ihwy 10, then 0.15rd mi. S on gravel road","West of Anthony Gap, south of StHwy 404, 1.9 rd mi. (by Hwy 404) E Jct w/ Ihwy 10, then 0.15 rd mi. S on gravel rd [GPS: 32 deg 00.720'N, 106 deg 33.424'W, elev. 4074 ft, acc.= 10ft(3.0m)]","42924",2017-07-08,2017-07-08,"whole organism; tissue (frozen)",32.012,-106.55707,"female",NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 352937.9 E, 3542825.2 N",NA,"1241.7552-1241.7552"
"49","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19076","Aspidoscelis neomexicana",NA,"Carl S. Lieb","Teiidae","original identifier=US-5; preparator number=CSL 8805; secondary identifier=XHP.2005.2.6","Carl S. Lieb, unknown","named place: El Paso/UTEP campus",7.9168752,"United States","Texas","El Paso County",NA,"El Paso, University of Texas at El Paso Campus, Charlie Davis Park near recreation center","USA, Texas, El Paso County, El Paso, Utep Campus, Charlie Davis Park Near Recreation Center (Gps: 31 Deg 46.958'N, 106 Deg 30.652'W, Elev. 3941 Ft, Acc= 18Ft)","38256",NA,2004-09-26,"whole organism (formalin-fixed, 70% ethanol); toe (frozen); tail (frozen); liver (frozen)",31.78263,-106.51087,NA,NA,"Sherrill, U",NA,NA,NA,"1201.2168-1201.2168"
"50",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20737","Aspidoscelis neomexicana",NA,"Carl S. Lieb","Teiidae","original identifier=LM-60; preparator number=CSL 9480; secondary identifier=XHP.2013.1.58","Carl S. Lieb, David M. Lieb","mountains/drainage: Hueco Mts, named place: Hueco Mts/Hueco Gasline Cutoff Rd/Martin Canyon, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3928752,"United States","Texas","El Paso County",NA,"off Hueco Gasline Cutoff Road (= 'Fabens Cutoff Road'), 3.6 miles SE of (by road) junction with United States Highway 62-180, then ca. 0.4 miles NE of (by air) to E-facing slope at tributary to Martin Canyon","USA, Texas, El Paso County, Off Hueco Gasline Cutoff Rd (=Fabens Cutoff Rd), 3.6 Rd Mi. Se Jct With Ushy 62-180, Then Ca. 0.4 Air Mi. Ne To E-Facing Slope At Tributary To Martin Canyon [Gps: 31 Deg 47.616'N, 106 Deg 02.320'W, Elev. 4389 Ft, Acc. = 13 Ft]","41481",NA,2013-07-26,"whole organism (formalin-fixed, 70% ethanol); blood (95% ethanol); heart, liver, muscle (frozen); blood (slide smear)",31.7936,-106.03867,NA,NA,NA,NA,NA,NA,"1338.6816-1338.6816"
"51","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19949","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9123; secondary identifier=XHP.2009.1.84","Carl S. Lieb, Val J. Roessling","named place: Geneva State Forest Rd TR 11/Tung Oil Rd extension",10.3732584,"United States","Alabama","Geneva County","in open area","Geneva State Forest Wildlife Management Area, along Road Tr 11, 0.1 miles N of (by road) junction with eastern extension of Tung Oil Road","USA, Alabama, Geneva County, Geneva State Forest Wildlife Mgm'T Area, Along Rd Tr11, 0.1 Rd Mi. N Jct With Eastern Extension Of Tung Oil Rd (T2N, R19E, Sw 1/4 Sec.31) [Gps: 31 Deg 05.481'N, 86 Deg 11.062'W, Elev. 210 Ft, Acc.=26Ft]","39970",NA,2009-06-06,"heart, liver (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",31.09135,-86.18937,"female",NA,NA,NA,"T2N, R19E, SW 1/4 Sec.31",NA,"64.008-64.008"
"52",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19951","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9125; secondary identifier=XHP.2009.1.86","Carl S. Lieb, Val J. Roessling","named place: Geneva State Forest WMA/Rd TR11/jct Tung Oil Rd extension, georeferencing remarks: GPS measurement accuracy = 18 ft",5.4857904,"United States","Alabama","Geneva County",NA,"Geneva State Forest Wildlife Management Area, along Road Tr 11, 0.1 miles N of (by road) junction with eastern extension of Tung Oil Road","USA, Alabama, Geneva County, Geneva State Forest Wildlife Mgm'T Area, Along Rd Tr11, Ca. 0.3 Rd Mi. N Jct With Eastern Extension Of Tung Oil Rd (T2N, R19E, Se 1/4 Sec.31) [Gps: 31 Deg 05.706'N, 86 Deg 10.894'W, Elev. 246 Ft, Acc.=18Ft]","39970",NA,2009-06-06,"heart, liver (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",31.0951,-86.18157,"male",NA,NA,NA,"T2N, R19E, SE 1/4 Sec.31",NA,"74.9808-74.9808"
"53","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20927","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","original identifier=LM-78; preparator number=CSL 9581; secondary identifier=XHP.2014.4.10","Carl S. Lieb, Val J. Roessling","named place: Jim Kress WMA/Litaker Ridge Rd/jct Dry Mtn Rd, georeferencing remarks: GPS measurement accuracy = 18 ft",7.8748128,"United States","Arkansas","Cleburne County",NA,"Jim Kress State Wildlife Management Area, ca. 0.75 miles on Litaker Ridge Road from junction with Dry Mountain Road","USA, Arkansas, Cleburne County, Jim Kress State Wildlife Management Area, Ca. 3/4 Mi. On Litaker Ridge Rd From Jct With Dry Mountain Road (T10N, R8W, N-Center Sec.6) [Gps: 35 Deg 32.114' N, 91 Deg 53.553'W, Elev. 432 Ft, Acc. = 18Ft]","41783",NA,2014-05-24,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); blood (slide smear)",35.53523,-91.89255,"male",NA,NA,NA,"T10N, R8W, N-Center Sec.6",NA,"131.6736-131.6736"
"54",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20928","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9568; secondary identifier=XHP.2014.4.11","Carl S. Lieb, Val J. Roessling","named place: Jim Kress WMA/Trestle Hole, georeferencing remarks: GPS measurement accuracy = 16 ft",7.264908,"United States","Arkansas","Cleburne County",NA,"Jim Kress State Wildlife Management Area, vicinity of Trestle Hole","USA, Arkansas, Cleburne County, Jim Kress State Wildlife Management Area; Vic. Trestle Hole (T11N, R8W, Se 1/4 Sec.27) [Gps: 35 Deg 33.240'N, 91 Deg 50.068'W, Elev. 503 Ft, Acc. = 16Ft]","41782",NA,2014-05-23,"heart, liver, muscle (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",35.554,-91.83447,"female",NA,NA,NA,"T11N, R8W, SE 1/4 Sec.27",NA,"153.3144-153.3144"
"55",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18475","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 8541; secondary identifier=XHP.2000.1.13","Carl S. Lieb, Mike K. Ross","named place: Suwanee River/Hwy 6 crossing, extent: 0.02km, georeferencing remarks: georef at or very near collection point",57,"United States","Florida","Hamilton County",NA,"Suwannee River at State Highway 6","USA, Florida, Hamilton County, Suwannee River At Sthy 6 (T1N, R16E, Sw 1/4 Ne 1/4 Sec.9) Ca. 80 Ft","36665",NA,2000-05-19,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",30.50759,-82.75651,"female",NA,NA,NA,"T1N, R16E, Sw 1/4 Ne 1/4 Sec.9",NA,"24.384-24.384"
"56","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19952","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9090; secondary identifier=XHP.2009.1.87","Carl S. Lieb, Val J. Roessling","named place: Mason Creek Wdlfe Area/FR 256/jct CoRd 227, georeferencing remarks: GPS measurement accuracy = 37 ft",13.7126472,"United States","Mississippi","Green County","near active tortoise burrow","Mason Creek Wildlife Area, off small forest road going W of Forest Road 256, 1.2 miles S of (by road) junction with County Road 227","USA, Mississippi, Green County, Mason Creek Wildlife Area, Off Small Forest Rd Going West Of Forest Rd 256, 1.2 Rd Mi. S Jct With County Rd 227 (T4N, R7W, Se 1/4 Sec.34) [Gps: 31 Deg 21.151'N, 88 Deg 40.407'W, Elev. 175 Ft, Acc.=37Ft]","39966",NA,2009-06-02,"heart, liver (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",31.35252,-88.67345,"female",NA,NA,NA,"T4N, R7W, SE 1/4 Sec.34",NA,"53.34-53.34"
"57",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21669","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9896; secondary identifier=XHP.2017.1.11","Carl S. Lieb, Val J. Roessling",NA,12.387,"United States","Oklahoma","Roger Mills County",NA,"ca. 3.5 km (air) WSW Rankin, vic. old Purcell Ranch HQ & homestead","ca. 5.8 air km SW Reydon, ca. 3.5 km (air) WSW Rankin, vic. old Purcell Ranch HQ and homestead [GPS: 35 deg 36.858'N, 99 deg 57.707'W]","42878",2017-05-23,2017-05-23,"whole organism; tissue (frozen)",35.6143,-99.96178,"male",NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 14, 412895.3 E, 3941595.8 N",NA,"735.4824-735.4824"
"58",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21668","Aspidoscelis sexlineata",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9894; secondary identifier=XHP.2017.1.10","Carl S. Lieb, Val J. Roessling",NA,6.657,"United States","Oklahoma","Roger Mills County",NA,"ca. 3.5 km (air) WSW Rankin, vic. old Purcell Ranch HQ & homestead","ca. 5.8 air km SW Reydon, ca. 3.5 km (air) WSW Rankin, vic. old Purcell Ranch HQ and homestead [GPS: 35 deg 36.858'N, 99 deg 57.709'W, elev. 2402 ft, acc. = 14ft(4.3m)]","42878",2017-05-23,2017-05-23,"whole organism; tissue (frozen)",35.6143,-99.96187,"female",NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 14, 412892.3 E, 3941595.8 N",NA,"732.1296-732.1296"
